Идентификатор,Заголовок,Описание,"Дата публикации",Рейтинг,"Кол-во лайков","Кол-во комментариев","Название места","Адрес места","Локация места",Ссылка
51461,"Опубликован финальный трейлер нового «Джокера»","<p>Он выходит в мировой прокат в начале октября.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/finalnyij-trejler-novogo-dzhokera/",,,,
51458,"Гвен Стефани анонсировала новый альбом","<p>Он выйдет в ноябре.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/gven-stefani-anonsirovala-novyij/",,,,
51394,"Go по работам: кастинг-директор Татьяна Хречкова о режиссёрском видении, новых лицах в кино и будущем кастинга","<p>В России проходит фестиваль документального кино о новой культуре <a href=""https://kudago.com/all/news/gid-po-kinofestivalyu-beat-weekend-2024/"">Beat Weekend</a>, на котором зрителям демонстрируют фильм Bonnie про легендарного голливудского кастинг-директора Бонни Тиммерман, открывшего миру множество известных актёров. Мы попросили актрису Полину Сидихину поговорить с кастинг-директором Татьяной Хречковой. Получилась беседа о тонкостях профессии с пожеланиями для актёров.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/go-po-rabotam-kasting-direktor/",,,,
51237,"Go по работам: интерьерный фотограф о секретах отличного фото, правильной съёмке и силовых тренировках","<p>За каждой качественной фотографией квартиры стоит слаженная работа интерьерного фотографа с командой других специалистов. Всё для того, чтобы продемонстрировать интерьеры с лучшей стороны. Екатерина Титенко, герой рубрики <a href=""https://kudago.com/spb/activity/go-po-rabotam/"">Go по работам</a>, точно знает, как добавить тысячу очков к привлекательности вашей квартиры. Она рассказала нам о тонкостях своей профессии и карьерном пути, а также поделилась историями с работы. </p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/go-po-rabotam-interernyij/",,,,
51457,"Вышел трейлер новой версии «Преступления и наказания»","<p>Премьера — в конце октября.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-novoj-versii-prestupleniya-i-nakazaniya/",,,,
51456,"На улицах Петербурга заметили кабана","<p>И лису.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/na-ulitsah-peterburga-zametili/",,,,
51455,"В Ленобласти появится экотропа для бёрдвотчеров","<p>Открытие осенью.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-poyavitsya-ekotropa/",,,,
51453,"Минпросвещения решило убрать гольф и чирлидинг из школьной программы","<p>По просьбам педагогов и учащихся.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/minprosvescheniya-reshilo-ubrat/",,,,
51450,"Появились новые кадры из сериала «Звездные войны: Опорная команда» с Джудом Лоу и пиратами-квадроберами","<p>Премьера зимой.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/poyavilis-novyie-kadryi-iz-seriala/",,,,
51449,"Элайджа Вуд путешествует с дочерью по Новой Зеландии в трейлере «Фантастического приключения»","<p>В России картина выйдет в октябре.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-trejlere-fantasticheskogo/",,,,
51447,"«Страсти Христовы» Мела Гибсона получат продолжение","<p>Съёмки стартуют в 2025 году.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/strasti-hristovyi-mela-gibsona/",,,,
51448,"Создатели Comedy Club объявили о завершении шоу","<p>Всего вышло 20 сезонов проекта.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/comedy-club-obyavil-o-zakrytii/",,,,
51445,"Появился трейлер австралийского «Офиса» с женщиной-боссом","<p>Премьера — в октябре.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-avstralijskogo-ofisa/",,,,
51440,"В окрестностях Петербурга заметили чёрных лебедей","<p>Они улетают на зимовку.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-okrestnostyah-peterburga/",,,,
51441,"В Ленобласти начался сезон клюквы","<p>Помимо ягод из леса продолжают нести подосиновики.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-nachalsya-sezon-klyukvy/",,,,
51438,"В Петербурге неожиданно появилось северное сияние","<p>В прогнозе не было магнитной бури.</p>",2024,9,19,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-neozhidanno/",,,,
51435,"Радости смерти: рецензия на фильм «Битлджус Битлджус»","<p>Спустя 35 лет после премьеры оригинального «Битлджуса» мрачный сказочник Тим Бёртон возвращается к своему фирменному стилю и ранним работам. Как итог — сиквел странноватой и скомканной истории про трикстера из загробного мира. Впрочем, не менее впечатляющий, чем первая часть. О триумфальном возвращении Бёртона и фильме-открытии Венецианского кинофестиваля читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-bitldzhus-bitldzhus/",,,,
51433,"В Казахстане нашли кота, потерявшегося в аэропорту месяц назад","<p>Он здоров, но сильно похудел.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-kazahstane-nashli-kota/",,,,
51431,"Опубликован трейлер фильма «Мелочи жизни» с Киллианом Мёрфи","<p>В России картина выйдет весной.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-filma-melochi-zhizni/",,,,
51430,"Индекс счастья россиян упал до минимальных показателей с 2014 года","<p>Уровень медленно снижался в течение лета.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/indeks-schastya-upal-do/",,,,
51429,"Появился первый трейлер комедии «Братья» с Питером Динклейджем и Джошем Бролином","<p>Её выход намечен на начало октября.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-komedii-bratya/",,,,
51428,"Вышел трейлер фантастического фильма «Микки 17» с Робертом Паттинсоном","<p>Премьера состоится в начале следующего года.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-mikki-17-s-robertom-pattinsonom/",,,,
51427,"Звезда «Гарри Поттера» сыграет злодейку в «Бриджертонах»","<p>Съёмки нового сезона уже начались.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/zvezda-garri-pottera-syigraet/",,,,
51425,"В Ленобласти ждут первые заморозки","<p>Их прогнозируют в выходные.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-zhdut-pervyie/",,,,
51422,"В посёлке Репино благоустроили парк и пляж","<p>«Дюны» теперь украшает фигура тюленя.</p>",2024,9,18,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-repino-blagoustroili-park-i/",,,,
51419,"Правила игры: рецензия на фильм «Виды доброты» Йоргоса Лантимоса","<p>Сейчас на больших экранах и в сети можно увидеть фильм Йоргоса Лантимоса «Виды доброты», который принёс Джесси Племонсу награду за лучшую мужскую роль на Каннском фестивале. Чем хорош новый фильм популярного режиссёра и почему он совсем не похож на «Бедных-несчастных», читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-vidyi-dobrotyi/",,,,
51416,"Стало известно, когда выйдет сериал о Гарри Поттере","<p>Сейчас идёт работа над сценарием.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/serial-o-garri-pottere-obeschayut-v/",,,,
51412,"Стало известно, когда выключат фонтаны «Петергофа»","<p>В сентябре график работы парков и музеев изменится из-за праздника фонтанов.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/kogda-vyklyuchat-fontany-petergofa/",,,,
51413,"Кинолог назвал самые популярные осенние имена для собак","<p>Лидируют Ветер, Осень и Дождь.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/kinolog-nazval-samyie-populyarnyie/",,,,
51411,"В Ленобласти ловили гималайского медведя и заметили лося на шоссе","<p>Оба события произошли в окрестностях Гатчины.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-lovili-gimalajskogo/",,,,
51410,"Был объявлен шорт-лист Букеровской премии","<p>Победитель станет известен в середине ноября.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/short-list-bukerovskoj-premii/",,,,
51408,"«Эмили в Париже» получила пятый сезон","<p>В нём действие переместится в Рим.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/emili-v-parizhe-poluchila-pyatyij/",,,,
51409,"Новая книга Виктора Пелевина получила название «Круть»","<p>Действие детективного романа разворачивается в уголовном мире.</p>",2024,9,17,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/novaya-kniga-viktora-pelevina-nazyvaetsya-krut/",,,,
51404,"Вышел дебютный клип One Fish Orchestra «Пинабалерина»","<p>Видео One Fish Orchestra выполнено в необычном формате кинотанца.</p>",2024,9,16,,,,,
0.8807970779778823,2,0,,,,"https://kudago.com/all/news/pinabalerina---kinotanets-na/",,,,
51405,"Эксперты выяснили, сколько денег нужно россиянам для счастья","<p>Самые высокие запросы у жителей Москвы и Владивостока.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/ekspertyi-vyiyasnili-skolko-deneg/",,,,
51402,"В Петербурге восстановили три фонтана","<p>Они находятся в историческом центре города.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-vosstanovili-tri/",,,,
51401,"Старая (не)добрая комедия: рецензия на фильм «Ненасытные люди»","<p>Потси Пончироли, режиссёр фильма «Старый Генри», пробует заигрывать со смешением жанров. Поэтому пытается вместить в один флакон чёрную комедию с отчаянной драмой. А ещё дотянуться до почерка всем известных режиссёров — например, <a href=""https://kudago.com/all/quiz/kto-tyi-iz-geroev-kventina/"" target=""_blank"" title=""Тест: кто вы из вселенной Тарантино?"">Тарантино</a> или братьев Коэн. Но ни того, ни другого, кажется, не получается. Однако, возможно, кого-то порадует возвращение Джозефа Гордона-Левитта на большие экраны. Каким в итоге получился фильм «Ненасытные люди», читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>. </p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-nenasyitnyie/",,,,
51400,"Умерла самая старая кошка в мире","<p>Она жила в Великобритании.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/umerla-samaya-staraya-koshka-v-mire/",,,,
51398,"Названы лауреаты премии «Эмми»","<p>Лучшим стал «Сёгун».</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/laureaty-premii-emmi/",,,,
51396,"По Выборгскому шоссе гуляют лошади","<p>Их видят не в первый раз.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/po-vyiborgskomu-shosse-gulyayut/",,,,
51393,"В Ленобласти объявился глухарь-драчун","<p>Он прогоняет со своей территории фотографов и грибников.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-obyavilsya-gluhar-/",,,,
51392,"Русский музей предупредил о закрытии нескольких залов","<p>В Михайловском дворце готовят выставку к 225-летию Карла Брюллова.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/russkij-muzej-predupredil-o/",,,,
51390,"Группа «Сироткин» запишет совместный трек с начинающим артистом","<p>Выбрать счастливчика поможет ряд заданий.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/gruppa-sirotkin-zapishet/",,,,
51389,"В Петербурге начинает холодать","<p>Однако осадков метеорологи не обещают.</p>",2024,9,16,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-nachinaet-holodat/",,,,
51382,"Стали известны лауреаты Шнобелевской премии","<p>Её вручают в 34-й раз.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/stali-izvestnyi-laureatyi/",,,,
51381,"Несмотря на засуху, грибники несут из леса полные корзины","<p>А ещё в Ленобласти появилась клюква.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/nesmotrya-na-zasuhu-gribniki/",,,,
51380,"Опубликован тизер шоу про юного Декстера","<p>Премьера — зимой.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/opublikovan-tizer-shou-pro-yunogo/",,,,
51383,"Худеющий кот Крошик хотел сбежать из реабилитационного центра","<p>Но застрял.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/hudeyuschij-kot-kroshik-hotel/",,,,
51379,"Август 2024 года стал самым жарким в истории наблюдений","<p>Синоптики предсказывают новые температурные рекорды.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/avgust-2024-goda-stal-samyim/",,,,
51378,"На Парашютной снова пасутся чёрные свиньи","<p>Сначала их приняли за кабанов.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/na-parashyutnoj-snova-pasutsya/",,,,
51377,"«Аэрофлот» запускает рейсы между Петербургом и Бангкоком","<p>А ещё из Пулкова станут чаще летать в Тунис.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/aeroflot-zapuskaet-rejsyi-mezhdu/",,,,
51376,"Над Подмосковьем и Ленобластью наблюдали северное сияние","<p>В выходные есть шанс на повторение небесного шоу.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/nad-podmoskovem-i-lenoblastyu/",,,,
51375,"В Петербурге объявили оранжевый уровень опасности из-за жары","<p>В Ленобласти ситуация не лучше.</p>",2024,9,13,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-obyavili-oranzhevyij-uroven-opasnosti-iz-za-zhary/",,,,
51372,"В Новгороде нашли берестяную грамоту с пожеланием удавиться","<p>Сообщению около 900 лет.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-novgorode-nashli-berestyanuyu/",,,,
51371,"Музей-усадьба художника Ильи Репина закрывается на реставрацию","<p>Работы продлятся почти два года.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/muzej-usadba-hudozhnika-ili/",,,,
51368,"У станции «Рыбацкое» построят перехватывающую парковку","<p>Идёт поиск исполнителя.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/u-metro-ryibatskoe-postroyat/",,,,
51367,"Майкл Б. Джордан снимет свою версию «Аферы Томаса Крауна»","<p>И исполнит в ней главную роль.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/majkl-b-dzhordan-snimet-svoyu/",,,,
51364,"Обновленную экспозицию петербургского Центра культурного наследия представят в октябре","<p>Также в музейно-просветительском пространстве появился аудиогид.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/obnovlennuyu-ekspozitsiyu/",,,,
51361,"В Петербурге показали, какими должны быть козырьки для внутренних дворов","<p>В разработке образцов участвовал КГИОП.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-pokazali-kakimi/",,,,
51362,"Сладкий вкус справедливости: рецензия на фильм «Револьвер»","<p>Кинопрокатная компания <a class=""external-link"" href=""https://provzglyad.com/"" rel=""nofollow"" target=""_blank""><strong><u>«Про:Взгляд»</u></strong></a> регулярно приносит на российские экраны жемчужины кинематографа со всего мира. В этот раз прокатчик удивляет отборным южнокорейским кино с мрачной атмосферой и медитативным развитием сюжета. Кроме того, в главных ролях наверняка знакомые российскому зрителю лица — лауреатка Каннского кинофестиваля Чон До Ён, Чи Чхан Ук из «Большего зла» и Ли Джон Джэ из «Игры в кальмара». Какой получилась криминальная драма, читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-revolver/",,,,
51358,"В России могут организовать посадку на поезд по биометрии","<p>Не придётся показывать документы или билет.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-rossii-mogut-organizovat/",,,,
51359,"Авиарейсы из Петербурга в Дубай станут ежедневными","<p>Время полёта — семь часов.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/aviarejsyi-iz-peterburga-v-dubaj/",,,,
51357,"Первая декада сентября выдалась в Петербурге аномально солнечной","<p>Вторая будет не хуже.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/pervaya-dekada-sentyabrya-vyidalas/",,,,
51354,"Вышла аудиоверсия книги «Канашибари. Пока не погаснет последний фонарь. Том II»","<p>Герои снова проверяют себя на прочность в мрачных испытаниях.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishla-audioversiya-knigi/",,,,
51355,"В Выборге законсервируют средневековый собор","<p>Его руины станут частью общественного пространства.</p>",2024,9,12,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-vyiborge-zakonserviruyut-srednevekovyj-sobor/",,,,
51352,"Эрмитаж отменит плату за вход на три дня","<p>Но только по вечерам.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/besplatnyj-vhod-v-ermitazh-po-vecheram/",,,,
51351,"Вышел трейлер байопика о Дональде Трампе","<p>В ленте расскажут о молодости будущего президента США.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-bajopika-o-donalde-trampe/",,,,
51318,"Новая культура зовёт: гид по кинофестивалю Beat Weekend 2024","<p>С 12 по 22 сентября в 27 городах России пройдёт фестиваль документального кино о новой культуре Beat Weekend. Вот уже несколько лет создатели фестиваля собирают региональную спецпрограмму, куда входят лучшие показы московского Beat Film Festival. Этот год не стал исключением, и авторам есть чем удивить поклонников документального кино. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/gid-po-kinofestivalyu-beat-weekend-2024/",,,,
51349,"Опубликован новый трейлер мультфильма «Дикий робот»","<p>Мировая премьера — в конце сентября.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-multfilma-dikij-robot/",,,,
51345,"В России могут запретить квадроберов","<p>Подражание животным опасно для подростков и их окружения, считают инициаторы идеи.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-rossii-mogut-zapretit/",,,,
51346,"Стала известна стоимость проезда по ВСМ","<p>Ввод в эксплуатацию намечен через четыре года.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/stala-izvestna-stoimost-proezda-po-vcm/",,,,
51342,"Из Финского залива подняли обломки советского самолёта времён ВОВ","<p>Они станут экспонатами музея.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/iz-finskogo-zaliva-podnyali/",,,,
51343,"На трассе М-11 хотят сделать музыкальную разметку","<p>Она помогает водителям следить за расстоянием до обочины.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/na-trasse-m-11-hotyat-sdelat/",,,,
51317,"Мир искусства: 3 канала в VK Видео для вдохновения и творчества","<p>Узнайте больше о мире искусства и расширяйте свои горизонты! KudaGo и VK Видео выбрали для вас видеоблоги, где искусство становится доступным каждому. Здесь можно познакомиться с выдающимися произведениями, узнать много нового от экспертов в сфере культуры и получить заряд вдохновения для собственного творчества.</p>",2024,9,11,,,,,
0.7310585786300049,1,0,,,,"https://kudago.com/all/news/mir-iskusstva-3-kanala-v-vk/",,,,
51341,"Пулково запускает бесплатный шаттл до терминала","<p>Он  будет курсировать по ночам.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/pulkovo-zapuskaet-besplatnyj-shattl-do-terminala/",,,,
51340,"В Финском заливе заметили белых цапель","<p>Они охотились рядом с дамбой.</p>",2024,9,11,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-finskom-zalive-zametili-belyih/",,,,
31702,"Перфекционизм и чёрный юмор — что объединяет фильмы Стэнли Кубрика","<p>Стэнли Кубрик по праву считается одним из самых значимых режиссёров мирового кинематографа. Он получил признание ещё при жизни, и до сих пор его фильмы пользуются огромной популярностью. «Сияние», «Заводной апельсин», «Цельнометаллическая оболочка» — каждая из его 13 картин самобытна и не похожа на другие. Однако даже у такого многогранного автора есть чёткая методология, которая прослеживается в каждой работе. Мы решили вспомнить, что объединяет картины гениального режиссёра. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,11,,,,,
0.9525741268224334,3,0,,,,"https://kudago.com/all/news/absolyutnyij-perfektsionizm-i/",,,,
51336,"Стартовал кастинг для нового сериала про Гарри Поттера","<p>Исполнителей ищут в Британии и Ирландии.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/startoval-kasting-dlya-novogo/",,,,
51335,"Стало известно, кто снимет четвёртого «Человека-паука»","<p>Стороны ведут переговоры.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/kto-snimet-chetvertogo-cheloveka-pauka/",,,,
51333,"В Пушкине реставрируют старинный вокзал","<p>Работы планируют завершить до конца года.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-pushkine-restavriruyut-vokzal/",,,,
51334,"Создатели нового фильма «Буратино» запустили масштабный кастинг","<p>Любой желающий может стать частью актёрской команды.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/kasting-v-buratino/",,,,
51330,"В центре Петербурга запретят проезд и парковку","<p>Все ограничения снимут только 22 сентября.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-tsentre-peterburga-zapretyat/",,,,
51331,"«Победа» анонсировала распродажу билетов","<p>Скидки на все направления.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/pobeda-anonsirovala-rasprodazhu/",,,,
51327,"Названы станции метро Петербурга, где будут тестировать оплату по биометрии","<p>Первыми новую технологию опробуют сотрудники подземки.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/testirovat-oplatu-po-biometrii/",,,,
51320,"Linkin Park: легендарная группа в цифрах","<p>На прошлой неделе группа Linkin Park <a href=""https://kudago.com/all/news/linkin-park-anonsirovali-tur-i/"">объявила о возвращении на сцену, гастрольном туре и грядущем выпуске очередного альбома</a>. Состав команды пополнился новыми участниками — и теперь готов к покорению новых высот!</p>",2024,9,10,,,,,
0.8807970779778823,2,0,,,,"https://kudago.com/all/news/linkin-park-v-tsifrah/",,,,
51326,"В Петербурге заметили уличное пианино","<p>На нём просят не играть ночью.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-zametili-ulichnoe-pianino/",,,,
51325,"Apple провела презентацию новинок 2024 года","<p>Покупателям представили улучшенные модели смартфонов, часов и наушников.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/apple-provela-prezentatsiyu/",,,,
51324,"В Удельном парке белки устраивают грибной дождь","<p>Особую осторожность следует проявлять в районе дубовой поляны.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/posetitelej-udelnogo-parka/",,,,
51322,"Новая экотропа появилась в Ленобласти","<p>Её обустройство заняло год.</p>",2024,9,10,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/novaya-ekotropa-poyavilas-v-lenoblasti/",,,,
51316,"В Ленобласти пожарные спасли пса из люка коллектора","<p>Он угодил в ловушку, когда вышел на утреннюю пробежку.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-pozharnyie-spasli-psa/",,,,
51314,"В Адыгее сплели самую длинную в истории  России сырную косу","<p>Её изготовили во время гастрономического фестиваля.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/samaya-dlinnaya-syrnaya-kosa-rossii/",,,,
51312,"«Сёгун» установил рекорд по числу выигранных Creative Arts Emmys","<p>Также награда досталась Джейми Ли Кёртис.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/syogun-ustanovil-rekord-po/",,,,
51310,"Стали известны лауреаты Венецианского кинофестиваля","<p>Главный приз получил Педро Альмодовар.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/laureaty-venecianskogo-kinofestivalya-2024/",,,,
51309,"The Weeknd поделился обложкой нового альбома","<p>И его названием.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/the-weeknd-podelilsya-oblozhkoj/",,,,
51308,"Фестиваль Beat Weekend 2024 представил программу для Санкт-Петербурга","<p>На показы пригласили экспертных гостей под тематику каждого фильма. </p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/festival-beat-weekend-2024/",,,,
51307,"Чёрные лисички и многоглавые боровики: грибники Петербурга и Ленобласти делятся фотографиями трофеев","<p>Жара грозит сорвать осенний сезон сбора грибов.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/gribniki-peterburga-i-lenoblasti-delyatsya-fotografiyami/",,,,
51234,"Город глазами художника Никаса Сафронова","<p>В Петропавловской крепости стартовала персональная выставка художника Никаса Сафронова под названием «Большая Любовь к Петербургу». Мы встретились с ним на её открытии и поговорили с ним о том, каким он <a href=""https://kudago.com/spb/activity/gorod-glazami/"">видит</a> <a href=""https://kudago.com/spb/"" title=""афиша спб"">Северную столицу</a>. Вот что из этого получилось.</p>",2024,9,9,,,,,
0.5,0,0,"Петропавловская крепость","Петропавловская крепость, д. 3",spb,"https://kudago.com/all/news/gorod-glazami-hudozhnika-nikasa/",,,,
51305,"В Петербурге продолжается лето","<p>Эта неделя будет сухой и тёплой.</p>",2024,9,9,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-prodolzhaetsya-leto/",,,,
51300,"Москва лидирует в списке городов, где живут одиночки","<p>Тренд на самостоятельную жизнь набирает обороты.</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/moskva-lidiruet-v-spiske/",,,,
51299,"Вышел новый трейлер сказочного мюзикла «Злая» с Ариной Гранде","<p>Премьера ожидается в конце осени.</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-novyij-trejler-skazochnogo/",,,,
51298,"Linkin Park анонсировали тур и новый альбом","<p>У группы новые вокалистка и барабанщик.</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/linkin-park-anonsirovali-tur-i/",,,,
51295,"В Пушкине отремонтировали мост-памятник","<p>По нему идёт дорога к железнодорожному вокзалу.</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-pushkine-otremontirovali-most-/",,,,
